,A,CHAMPID,CHAMPID_Role,D,DATE,Index,K,KDA,PATCH,PLAYRATE,RANK,ROLE,Unnamed: 0,WINRATE,indexval,unique
0,7.181006887185954,1,1MIDDLE,5.858424677466291,2017-07-09,,6.880347269376273,2.400193726249907,7.13,0.021015372676821797,9.138412128761676,MIDDLE,,0.5296343001261034,MIDDLE12017-07-09,
0,7.749259332411613,79,79TOP,4.5282441240371325,2017-07-09,,3.8880110606359866,2.569929993675441,7.13,0.020642318723978807,8.831536978893663,TOP,,0.4852854039107249,TOP792017-07-09,
0,8.133456395928956,101,101MIDDLE,4.783426461784075,2017-07-09,,6.635052883655957,3.0874331188268545,7.13,0.020430309920177324,11.670727152619222,MIDDLE,,0.5105767311913789,MIDDLE1012017-07-09,
0,7.60632387109809,161,161MIDDLE,5.287756339024144,2017-07-09,,6.796494595413678,2.723805248025065,7.13,0.020179568738758265,11.10041763668826,MIDDLE,,0.5188907970502071,MIDDLE1612017-07-09,
0,7.116694928318175,10,10TOP,5.341349365397462,2017-07-09,,4.368686090128976,2.150277061607727,7.13,0.01983607370567606,10.13221919947886,TOP,,0.536611684908278,TOP102017-07-09,
0,6.794371501804677,56,56JUNGLE,5.618193231155516,2017-07-09,,6.9747345294763825,2.4508067744848843,7.13,0.019485443760927455,11.196733187349682,JUNGLE,,0.49798608568290004,JUNGLE562017-07-09,
0,7.515297735829047,115,115MIDDLE,5.244233522456121,2017-07-09,,6.118298955405907,2.5997310441754884,7.13,0.019222471302366005,11.33567702378815,MIDDLE,,0.5148735351821412,MIDDLE1152017-07-09,
0,6.343404096037645,48,48TOP,5.222554943585904,2017-07-09,,4.503074701887599,2.076852980023959,7.13,0.019061426153324495,9.636722205415275,TOP,,0.48756750975883645,TOP482017-07-09,
0,12.564196270220885,427,427JUNGLE,4.02069113774386,2017-07-09,,2.151233406782394,3.6599254140323203,7.13,0.01896561448237575,8.269998537651212,JUNGLE,,0.5123878110388563,JUNGLE4272017-07-09,
0,7.081240926931556,203,203JUNGLE,6.248938114952416,2017-07-09,,6.608527340179579,2.1907351321585904,7.13,0.018957460297614154,10.557232783121435,JUNGLE,,0.5104575514812625,JUNGLE2032017-07-09,
0,6.333461877479066,107,107JUNGLE,5.812362274129573,2017-07-09,,6.894226531511679,2.275785263397342,7.13,0.01850184522406001,10.404488201736273,JUNGLE,,0.4760907888937858,JUNGLE1072017-07-09,
0,6.5171738643991945,5,5JUNGLE,6.1709554710226,2017-07-09,,6.289494294025509,2.075313655812604,7.13,0.018220525849784966,10.654564897115666,JUNGLE,,0.521369433877825,JUNGLE52017-07-09,
0,6.310089552238806,45,45MIDDLE,5.599582089552239,2017-07-09,,7.313253731343283,2.432921433369228,7.13,0.017072824344590412,9.050558629652453,MIDDLE,,0.4862089552238806,MIDDLE452017-07-09,
0,7.945393714900227,2,2JUNGLE,5.236169195841797,2017-07-09,,5.876628032022942,2.639720228654884,7.13,0.01706059306744802,11.097641264098868,JUNGLE,,0.4902019357151392,JUNGLE22017-07-09,
0,12.633749619250686,26,26DUO_SUPPORT,4.64136460554371,2017-07-09,,2.4184587267742916,3.243056649341104,7.13,0.016731367857698604,8.546036026325137,DUO_SUPPORT,,0.5047212915016753,DUO_SUPPORT262017-07-09,
0,7.3257007007007005,50,50TOP,5.2317942942942945,2017-07-09,,4.703516016016016,2.299252615844544,7.13,0.016292061153667648,11.541859045797121,TOP,,0.521458958958959,TOP502017-07-09,
0,5.861692734611504,91,91MIDDLE,6.007946518668012,2017-07-09,,8.455978809283552,2.3831223362935905,7.13,0.016161594197482122,9.91339286319883,MIDDLE,,0.5106584258324924,MIDDLE912017-07-09,
0,10.752499675366835,33,33JUNGLE,5.331580314244904,2017-07-09,,4.1203739774055315,2.7895807201919207,7.13,0.015698844212261583,10.394544766410508,JUNGLE,,0.5182443838462537,JUNGLE332017-07-09,
0,4.921343176324557,84,84TOP,5.982752988828641,2017-07-09,,7.230090808127001,2.0310773329839042,7.13,0.015602013268217637,9.720916566443044,TOP,,0.5147318220422029,TOP842017-07-09,
0,7.06562949405151,29,29JUNGLE,6.659040397437574,2017-07-09,,8.419662701006667,2.3254540100127614,7.13,0.015592839810360842,11.245439026374628,JUNGLE,,0.4980389593410903,JUNGLE292017-07-09,
0,5.467968482356971,75,75TOP,5.225693730729702,2017-07-09,,4.384652278177458,1.885418715336506,7.13,0.014876290824435645,8.83812598015719,TOP,,0.47139431312093183,TOP752017-07-09,
0,4.710623476140717,420,420TOP,6.249738766980146,2017-07-09,,4.998258446534309,1.5534860391238925,7.13,0.014631665281587783,10.23543320444667,TOP,,0.48596307906652736,TOP4202017-07-09,
0,7.23171958052004,78,78TOP,4.86977445769286,2017-07-09,,4.329263036919983,2.3740283493369914,7.13,0.01419032003136643,7.820187402183497,TOP,,0.4694727768998707,TOP782017-07-09,
0,9.706744440393729,3,3MIDDLE,4.9453153481589505,2017-07-09,,4.281954064892454,2.8286767416144487,7.13,0.013979330500660149,8.092265320076496,MIDDLE,,0.4806416332482683,MIDDLE32017-07-09,
0,7.725958279990963,41,41MIDDLE,5.080051208675352,2017-07-09,,6.503727690338128,2.801091049245456,7.13,0.013534927431153199,11.563499578074833,MIDDLE,,0.48203931018902024,MIDDLE412017-07-09,
0,8.903547503045067,43,43MIDDLE,4.694579780755177,2017-07-09,,4.064631546894032,2.762372705455017,7.13,0.01338917137853968,5.493559729533553,MIDDLE,,0.4588915956151035,MIDDLE432017-07-09,
0,6.527306491094792,126,126MIDDLE,5.332742466447201,2017-07-09,,7.1324385920486195,2.561485983823227,7.13,0.012075328358827618,9.51649415105525,MIDDLE,,0.5003798429982274,MIDDLE1262017-07-09,
0,5.606653278616956,2,2TOP,5.672050991006723,2017-07-09,,6.172094647690561,2.076629414119023,7.13,0.011673734759319043,9.500325280392119,TOP,,0.5064175325242295,TOP22017-07-09,
0,8.662442706929092,14,14TOP,5.261256403343219,2017-07-09,,4.246157994068482,2.4535205493491854,7.13,0.01134145173028403,10.028087935970667,TOP,,0.5065156825739193,TOP142017-07-09,
0,9.331608133086876,25,25MIDDLE,4.700369685767098,2017-07-09,,5.208502772643254,3.0933973022926584,7.13,0.011028534890057807,9.314337135134208,MIDDLE,,0.5135859519408503,MIDDLE252017-07-09,
0,9.289887431388966,57,57TOP,4.558470555400502,2017-07-09,,3.542003907340218,2.8149554072532093,7.13,0.010956166500298646,10.853690473954927,TOP,,0.5223741743417992,TOP572017-07-09,
0,8.541978309648467,30,30MIDDLE,6.495138369483919,2017-07-09,,7.361069558713538,2.4484540534315986,7.13,0.010902145026253076,12.680011484280321,MIDDLE,,0.5328160059835453,MIDDLE302017-07-09,
0,9.318006218788279,9,9JUNGLE,5.6752096485442385,2017-07-09,,5.244605672288703,2.566004217097508,7.13,0.010817545359351524,10.353236928033757,JUNGLE,,0.5083388297371149,JUNGLE92017-07-09,
0,9.696652522395096,26,26MIDDLE,4.028948609146629,2017-07-09,,4.288731730315889,3.4712242844103263,7.13,0.010809391174589929,9.371623616906806,MIDDLE,,0.5251296558227251,MIDDLE262017-07-09,
0,13.632829578937363,44,44DUO_SUPPORT,4.5556506035547955,2017-07-09,,1.3432183252542533,3.2873565616524094,7.13,0.010723772234593178,6.512706167953976,DUO_SUPPORT,,0.4954852200361182,DUO_SUPPORT442017-07-09,
0,5.873615883925162,74,74TOP,5.8575792287132495,2017-07-09,,5.118652157311951,1.876588879473307,7.13,0.010677904945309203,9.301276028969879,TOP,,0.5188048873615884,TOP742017-07-09,
0,9.732828089025325,161,161DUO_SUPPORT,5.996354566385265,2017-07-09,,4.303242517267844,2.340767286340511,7.13,0.010624902744358832,7.547549306680528,DUO_SUPPORT,,0.4829240214888718,DUO_SUPPORT1612017-07-09,
0,7.330178554005268,27,27TOP,6.154649234071616,2017-07-09,,3.7388037857351937,1.7984749282645571,7.13,0.010446529952698933,9.034014688370004,TOP,,0.4843399356034735,TOP272017-07-09,
0,7.580587534736006,63,63MIDDLE,5.948292973402144,2017-07-09,,6.44988090512108,2.358738633519646,7.13,0.010270195707229432,8.27813500920815,MIDDLE,,0.4982135768161969,MIDDLE632017-07-09,
0,5.294668659691081,83,83TOP,5.250822122571002,2017-07-09,,4.819531639262581,1.9262127078114324,7.13,0.010228405510326255,9.607727156504408,TOP,,0.4940707523667165,TOP832017-07-09,
0,5.303626735937656,84,84MIDDLE,6.51743430912179,2017-07-09,,8.571185932660605,2.128876488893658,7.13,0.010201904409851071,7.029000018620322,MIDDLE,,0.4855629933060246,MIDDLE842017-07-09,
0,4.929935012185215,86,86TOP,5.248476848090983,2017-07-09,,5.6884646628757105,2.0231392806701876,7.13,0.010037801441523962,8.291523471537829,TOP,,0.4614134849715678,TOP862017-07-09,
0,11.992554818969912,111,111DUO_SUPPORT,5.399490056093829,2017-07-09,,1.8056093829678734,2.555456915114654,7.13,0.009993972698430387,4.710656232325711,DUO_SUPPORT,,0.474553799082101,DUO_SUPPORT1112017-07-09,
0,8.05074320861097,127,127MIDDLE,5.75961045617632,2017-07-09,,5.609021014864172,2.371647236806977,7.13,0.009943009043670415,8.13198056556444,MIDDLE,,0.48887749871860586,MIDDLE1272017-07-09,
0,6.114912913531898,62,62TOP,5.745954859321859,2017-07-09,,6.837266824693394,2.254138790737718,7.13,0.009890006842720045,9.750673033025034,TOP,,0.5184994331650005,TOP622017-07-09,
0,5.613310507168842,245,245TOP,5.855446180184036,2017-07-09,,5.778942863257009,1.9455824577432619,7.13,0.00952612634773385,8.590771017609933,TOP,,0.47710250374491764,TOP2452017-07-09,
0,6.441266375545852,102,102JUNGLE,5.163646288209607,2017-07-09,,5.8009825327510915,2.3708535064166263,7.13,0.009336541552026756,11.397098237024904,JUNGLE,,0.4816593886462882,JUNGLE1022017-07-09,
0,8.328104259683842,136,136MIDDLE,5.282973331724388,2017-07-09,,6.354531193435501,2.7792370945637277,7.13,0.008446716139917656,9.376255318117899,MIDDLE,,0.5141788343188126,MIDDLE1362017-07-09,
0,8.866724308300395,72,72JUNGLE,4.68268280632411,2017-07-09,,4.422430830039525,2.837936219039329,7.13,0.008252034978734566,9.926810193917541,JUNGLE,,0.5112401185770751,JUNGLE722017-07-09,
0,7.361944926817167,80,80JUNGLE,5.735797568841479,2017-07-09,,6.934011411560407,2.4924094978590894,7.13,0.008217379693497786,9.684165209987512,JUNGLE,,0.5059538576035724,JUNGLE802017-07-09,
0,7.829001367989056,50,50MIDDLE,5.293744559134436,2017-07-09,,5.835716950628031,2.5812953696525476,7.13,0.008195974958498596,9.06386564638453,MIDDLE,,0.5190896654644944,MIDDLE502017-07-09,
0,5.30526710872013,82,82TOP,5.76216689603403,2017-07-09,,5.199674715375954,1.823088781292746,7.13,0.008147049849929025,7.580093615018934,TOP,,0.5031902915050669,TOP822017-07-09,
0,7.44445861497258,42,42DUO_CARRY,5.462951154189517,2017-07-09,,6.570207881647749,2.565402124430956,7.13,0.007992120339458711,7.4994949100928645,DUO_CARRY,,0.4572120902946053,DUO_CARRY422017-07-09,
0,5.719964097961277,131,131MIDDLE,6.421464290293628,2017-07-09,,7.2024618540838565,2.0123799444899264,7.13,0.007949310869460335,6.2299906892967725,MIDDLE,,0.46352096422618283,MIDDLE1312017-07-09,
0,6.296200568622383,268,268MIDDLE,5.644998707676402,2017-07-09,,5.540966658051176,2.0969300153384767,7.13,0.00788713521065317,6.520277543227581,MIDDLE,,0.44171620573791676,MIDDLE2682017-07-09,
0,7.490846378349695,62,62JUNGLE,5.5988325815866276,2017-07-09,,6.667816396922261,2.5288598237133924,7.13,0.007683280591613285,10.151674291679635,JUNGLE,,0.4905810559830194,JUNGLE622017-07-09,
0,11.343981745579008,57,57JUNGLE,4.688391329150028,2017-07-09,,3.7956360524814605,3.2291711026615975,7.13,0.007147142943538386,11.868475446221337,JUNGLE,,0.5373645179691957,JUNGLE572017-07-09,
0,5.8082314345362365,31,31TOP,5.231434536236207,2017-07-09,,5.350134208171786,2.1329456701442338,7.13,0.006835245376407361,9.003699907467784,TOP,,0.47017596182523114,TOP312017-07-09,
0,5.279969418960245,266,266TOP,5.715902140672783,2017-07-09,,6.008868501529052,1.9749879621208069,7.13,0.006666046042604256,10.177977527697793,TOP,,0.5105504587155963,TOP2662017-07-09,
0,8.80353666450357,111,111TOP,5.018170019467878,2017-07-09,,2.996268656716418,2.3514160093107463,7.13,0.006282799358809272,5.202510295275394,TOP,,0.44402985074626866,TOP1112017-07-09,
0,6.686701604978709,77,77JUNGLE,5.056010481493613,2017-07-09,,5.1413363904356375,2.3394013993262504,7.13,0.006223681519287705,9.521618456033192,JUNGLE,,0.4875532263347527,JUNGLE772017-07-09,
0,6.7519278096800655,74,74MIDDLE,5.585561936013126,2017-07-09,,5.508285479901558,2.1949829632240627,7.13,0.006212469515240511,8.676307878569562,MIDDLE,,0.5246923707957342,MIDDLE742017-07-09,
0,5.942679441923012,13,13MIDDLE,5.554210791729703,2017-07-09,,5.452849218356026,2.0516917862114883,7.13,0.006063655643341394,4.626879786836359,MIDDLE,,0.4044377206253152,MIDDLE132017-07-09,
0,8.792410714285714,106,106JUNGLE,4.8904532967032965,2017-07-09,,5.8748282967032965,2.999157362544765,7.13,0.005936246506441466,11.273144305832805,JUNGLE,,0.5099587912087912,JUNGLE1062017-07-09,
0,6.276445698166431,36,36TOP,5.2415373765867415,2017-07-09,,4.357898448519041,2.0288597376387485,7.13,0.005781316995971153,8.285095636225773,TOP,,0.4495768688293371,TOP362017-07-09,
0,11.399678399142397,99,99DUO_SUPPORT,5.993746649991067,2017-07-09,,3.9394318384849027,2.55918562017468,7.13,0.005704871513831196,6.046379929030852,DUO_SUPPORT,,0.44684652492406646,DUO_SUPPORT992017-07-09,
0,8.508683473389356,48,48JUNGLE,4.96171802054155,2017-07-09,,5.153874883286648,2.7535942792623262,7.13,0.005458207424792935,10.888820865640607,JUNGLE,,0.5008403361344538,JUNGLE482017-07-09,
0,5.310325264750378,91,91TOP,6.265695915279879,2017-07-09,,7.715204236006051,2.078863972474572,7.13,0.005389916127414573,10.785805674541882,TOP,,0.5296898638426626,TOP912017-07-09,
0,6.321671525753159,133,133TOP,6.895821185617104,2017-07-09,,7.172983479105928,1.956932269793399,7.13,0.0052441600748010546,8.852486665816146,TOP,,0.5086491739552964,TOP1332017-07-09,
0,9.714222517142225,1,1DUO_SUPPORT,6.800044238000442,2017-07-09,,4.15372705153727,2.0393910808964644,7.13,0.004608133663396612,5.478900378624879,DUO_SUPPORT,,0.47467374474673746,DUO_SUPPORT12017-07-09,
0,6.605017761989343,10,10MIDDLE,5.4200710479573715,2017-07-09,,5.463587921847247,2.226650827461904,7.13,0.004590806020778221,7.840756296466076,MIDDLE,,0.5108792184724689,MIDDLE102017-07-09,
0,5.577702702702703,69,69TOP,5.946171171171171,2017-07-09,,5.386486486486486,1.8439074277489487,7.13,0.0045255725426854585,8.838341488578928,TOP,,0.5056306306306306,TOP692017-07-09,
0,7.526240797910235,127,127TOP,5.668724768463548,2017-07-09,,4.453099026359535,2.113233630765364,7.13,0.0042921590038847894,8.828136412986852,TOP,,0.4934694846829732,TOP1272017-07-09,
0,12.132714500752634,14,14DUO_SUPPORT,5.594330155544405,2017-07-09,,2.622428499749122,2.6375173774608727,7.13,0.004062822557464918,9.154066061593998,DUO_SUPPORT,,0.5406422478675363,DUO_SUPPORT142017-07-09,
0,10.590746421267893,9,9DUO_SUPPORT,6.769683026584867,2017-07-09,,3.5408997955010224,2.0874900879809686,7.13,0.003987396348420161,6.413630754972774,DUO_SUPPORT,,0.4925869120654397,DUO_SUPPORT92017-07-09,
0,5.368858851052768,107,107TOP,5.953730179360541,2017-07-09,,6.711463478034832,2.029034229828851,7.13,0.003921143597232198,8.612592450455365,TOP,,0.4980504289056408,TOP1072017-07-09,
0,7.182741116751269,85,85MIDDLE,5.637456585626503,2017-07-09,,7.09885118888592,2.5333396521491873,7.13,0.003815139195331457,9.504556292316071,MIDDLE,,0.5223083088431739,MIDDLE852017-07-09,
0,12.140181915462815,48,48DUO_SUPPORT,4.227126805778491,2017-07-09,,1.9858212948100589,3.3417505221188533,7.13,0.00381004282985546,7.3053629588939595,DUO_SUPPORT,,0.5115034777956127,DUO_SUPPORT482017-07-09,
0,7.319989180416554,223,223TOP,5.171760887205843,2017-07-09,,4.751420070327292,2.3341004184100416,7.13,0.0037682526329522836,7.00221486724928,TOP,,0.4530700568028131,TOP2232017-07-09,
0,11.936976004625615,57,57DUO_SUPPORT,5.35588320323793,2017-07-09,,2.306157849089332,2.6593436251754294,7.13,0.0035256656362948197,8.342687578448118,DUO_SUPPORT,,0.529343740965597,DUO_SUPPORT572017-07-09,
0,9.45531790213888,45,45DUO_SUPPORT,6.262232639906241,2017-07-09,,4.7087606211544095,2.2618256678987505,7.13,0.003478779073915646,5.779547248027017,DUO_SUPPORT,,0.4670377966598301,DUO_SUPPORT452017-07-09,
0,6.965726417955717,131,131JUNGLE,6.214134061267819,2017-07-09,,6.660297239915074,2.1927469738383447,7.13,0.0033605433948725124,8.544067884820565,JUNGLE,,0.43767060964513194,JUNGLE1312017-07-09,
0,7.902329075882795,30,30TOP,6.729526671675432,2017-07-09,,6.588279489105935,2.1532879312269735,7.13,0.002713304979420876,11.957152993062216,TOP,,0.5323065364387678,TOP302017-07-09,
0,4.8845864661654135,5,5TOP,6.71578947368421,2017-07-09,,5.895112781954888,1.6051276309897002,7.13,0.002711266433230477,6.976423562998438,TOP,,0.48345864661654137,TOP52017-07-09,
0,8.922575699501724,78,78JUNGLE,4.857799923342276,2017-07-09,,4.911077041011882,2.8477197412024617,7.13,0.0026592835053753064,9.629093390529635,JUNGLE,,0.4940590264469145,JUNGLE782017-07-09,
0,8.230858468677495,115,115DUO_CARRY,5.340293890177881,2017-07-09,,5.844934261407579,2.6357711803041273,7.13,0.0026358402241857194,10.66877722136067,DUO_CARRY,,0.508507347254447,DUO_CARRY1152017-07-09,
0,8.276134122287969,9,9MIDDLE,5.813412228796844,2017-07-09,,6.463116370808678,2.5353871208522767,7.13,0.002583857296330549,8.859650873984336,MIDDLE,,0.5388560157790927,MIDDLE92017-07-09,
0,6.006477732793522,31,31MIDDLE,5.277327935222672,2017-07-09,,6.88421052631579,2.4426543920214803,7.13,0.002517604545142586,7.565974768999394,MIDDLE,,0.4789473684210526,MIDDLE312017-07-09,
0,8.02203182374541,36,36JUNGLE,5.336597307221542,2017-07-09,,5.361077111383109,2.507798165137615,7.13,0.002498238356333797,12.407122298833134,JUNGLE,,0.510811913504692,JUNGLE362017-07-09,
0,5.8614630159378835,6,6TOP,5.635063342868819,2017-07-09,,5.168778095627299,1.9574298353760242,7.13,0.002494161263952999,6.669641179547602,TOP,,0.4752758479771148,TOP62017-07-09,
0,5.365086026017625,13,13TOP,5.8518673940411245,2017-07-09,,4.660931598825011,1.7133022588741484,7.13,0.002428927785860236,5.572915052051037,TOP,,0.42761225346202264,TOP132017-07-09,
0,7.362612612612613,31,31JUNGLE,4.875,2017-07-09,,5.305743243243243,2.5986370986370986,7.13,0.0018102290170741832,9.482018154727092,JUNGLE,,0.4329954954954955,JUNGLE312017-07-09,
0,6.418818129661503,266,266JUNGLE,5.807228915662651,2017-07-09,,6.263339070567986,2.1838569452677334,7.13,0.0017765930049326022,10.27380515701589,JUNGLE,,0.47217441193344806,JUNGLE2662017-07-09,
0,6.3068965517241375,106,106TOP,5.727586206896552,2017-07-09,,5.131724137931035,1.9971101745936182,7.13,0.0014779459880391698,5.958291211966599,TOP,,0.4337931034482759,TOP1062017-07-09,
0,8.78386605783866,136,136JUNGLE,5.229071537290715,2017-07-09,,7.052511415525114,3.0285256876728277,7.13,0.0013393248470920478,10.854926512466584,JUNGLE,,0.5426179604261796,JUNGLE1362017-07-09,
0,7.68566493955095,133,133JUNGLE,6.879101899827289,2017-07-09,,7.068221070811744,2.14474014561888,7.13,0.001180318244240937,7.9540910375731615,JUNGLE,,0.45509499136442144,JUNGLE1332017-07-09,
0,7.587751371115174,133,133DUO_CARRY,6.391224862888483,2017-07-09,,7.795246800731261,2.4068935926773456,7.13,0.0011150847661481737,9.588890935851595,DUO_CARRY,,0.5045703839122486,DUO_CARRY1332017-07-09,
